Genre,"Plot"
Comedy,"A 'taster' for a king tastes increasingly ridiculous things."
Sci-Fi,"A man downloads a skill he was never supposed to have."
Horror,"A camera contains photos of her own death."
Romance,"A 'matchmaker' falls for her difficult client's brother."
Crime,"A 'lucky' coin is a tracking device for jewel thieves."
Action,"A former navy seal protects tourists from a pirate attack."
Drama,"A woman sees 'souls' and helps save a rare animal."
Comedy,"A 'pet psychic' realizes he can talk to animals."
Sci-Fi,"A man teleports into a place that doesn't exist on any map."
Horror,"A doll makes people believe the owner is the doll."
Romance,"A 'cupid' falls for a man immune to her arrows."
Crime,"A 'perfect' husband is a professional con artist."
Action,"A former stuntwoman saves her son from kidnappers."
Drama,"A woman sees 'tree memories' and saves an ancient forest."
Comedy,"A 'professional laugher' for sitcoms is hired for a funeral."
Sci-Fi,"A man discovers a glitch in the virtual reality afterlife."
Horror,"A 'haunted' phone receives calls from her future self."
Romance,"A 'love letter writer' falls for the letter recipient."
Crime,"A 'smart' car is controlled by a hacker for a crime."
Action,"A former secret service agent protects a witness from assassins."
Drama,"A woman sees 'potential' and helps a young man's dream."
Comedy,"A 'human alarm clock' is hired to wake up a billionaire."
Sci-Fi,"A man discovers a conspiracy in a world of appearance-changers."
Horror,"A 'cursed' mirror shows her an evil, successful self."
Romance,"A 'wedding crasher' falls for the bride."
Crime,"A 'lucky' charm is part of a stolen nuclear core."
Action,"A former soldier saves school children from terrorists."
Drama,"A woman sees 'music' and helps a deaf man compose."
Comedy,"A 'complimenter' is hired to unite corporate rivals."
Sci-Fi,"A man travels to a dimension where he is the only human."
Horror,"A 'haunted' book writes her life story with a dark end."
Romance,"A 'dating coach' falls for her most difficult student."
Crime,"A 'smart' watch is used by an AI to make her commit crimes."
Action,"A former navy diver saves scientists from a collapsing facility."
Drama,"A man sees 'echoes' and helps solve a family mystery."
Comedy,"A 'pet sitter' deals with a dragon that acts like a dog."
Sci-Fi,"A man downloads the memory of a murder he didn't commit."
Horror,"Urban explorers find a city where shadows act out lives."
Romance,"A 'secret shopper' falls for the bookstore owner she's evaluating."
Crime,"A forensic sculptor reconstructs a face that matches her brother."
Action,"A courier delivers an antidote across a war zone on a motorcycle."
Drama,"A woman sees 'strings' and realizes she’s dating an enemy."
Comedy,"A 'bad luck magnet' is hired by a casino for high rollers."
Sci-Fi,"A star mission finds an Earth replica 500 years in the future."
Horror,"A child's 'imaginary' friend leaves disturbing gifts."
Romance,"A pet 'lost and found' owner falls for a man who 'finds' dogs."
Crime,"A locksmith opens a safe with evidence of a future crime."
Action,"A rescue specialist saves people from a rogue AI demolition."
Drama,"A man hears 'thoughts' and realizes statues are frozen people."
Comedy,"A 'professional bridesmaid' realizes the groom is her ex."
Sci-Fi,"A 'buy more hours' world leads to a sleep-deprived black market."
Horror,"A polaroid camera shows the future of a murder scene."
Romance,"A professional 'stand-in' falls for a man who thinks she’s famous."
Crime,"A woman's 'smart' glasses feed her fake info about her husband."
Action,"A former rally driver delivers a data drive through a sandstorm."
Drama,"A man who can see 'glitches' realizes his family is a simulation."
Comedy,"A 'professional line-jumper' gets stuck in a TSA loop."
Sci-Fi,"A 'light-pattern' world leads to a 'dark' revolution."
Horror,"An app tells her how many people died where she’s standing."
Romance,"A 'professional apology writer' falls for an apology recipient."
Crime,"A woman's 'lucky' bracelet contains keys for a bank heist."
Action,"A diver must retrieve a nuclear warhead from a sunken sub."
Drama,"A woman who sees 'pet ghosts' helps a boy find closure."
Comedy,"A 'professional shopper' buys items for a villain's lair."
Sci-Fi,"A planet where trees are computers containing galactic history."
Horror,"A 'haunted' mirror swaps her with someone from the 1800s."
Romance,"A 'dating profile ghostwriter' falls for her client."
Crime,"A locksmith realizes an 'emergency' is a bank robbery."
Action,"A former pilot lands a plane on a highway after an EMP."
Drama,"A man who can see 'music' helps a blind girl 'see' via violin."
Comedy,"A professional 'organizer' is hired by a dragon for its hoard."
Sci-Fi,"A social credit system determines height for a 2-foot-tall man."
Horror,"A 'haunted' radio plays her own future obituary."
Romance,"A 'love song writer' falls for a tone-deaf man."
Crime,"A woman's 'smart' fridge smuggles stolen jewels."
Action,"A rock climber must save her sister from high-tech thieves."
Drama,"A man who sees 'building ghosts' helps restore a site."
Comedy,"A 'professional mourner' accidentally attends a wedding."
Sci-Fi,"A world where you can 'rent' animal bodies leads to a pigeon swap."
Horror,"A 'haunted' doll whispers secrets of anyone in the room."
Romance,"A 'breakup coach' falls for her client's brother."
Crime,"A 'lucky' necklace contains stolen government data."
Action,"A former navy seal protects scientists in the Arctic."
Drama,"A woman who sees 'echoes' helps a man find his daughter."
Comedy,"A 'taster' for a billionaire tastes non-food items."
Sci-Fi,"A dream-downloading world leads to a nightmare loop."
Horror,"A camera only takes photos of people about to die."
Romance,"A 'matchmaker' falls for her difficult client's best friend."
Crime,"A 'smart' home prison stops her from testifying."
Action,"A rock climber is forced to climb to rescue scientists."
Drama,"A woman sees 'histories' in a ring from every major event."
Comedy,"A 'taster' for a king tastes increasingly ridiculous things."
Sci-Fi,"A man downloads a skill he was never supposed to have."
Horror,"A camera contains photos of her own death."
Romance,"A 'matchmaker' falls for her difficult client's brother."
Crime,"A 'lucky' coin is a tracking device for jewel thieves."
Action,"A former navy seal protects tourists from a pirate attack."
Drama,"A woman sees 'souls' and helps save a rare animal."
Comedy,"A 'pet psychic' realizes he can talk to animals."
Sci-Fi,"A man teleports into a place that doesn't exist on any map."
Horror,"A doll makes people believe the owner is the doll."
Romance,"A 'cupid' falls for a man immune to her arrows."
Crime,"A 'perfect' husband is a professional con artist."
Action,"A former stuntwoman saves her son from kidnappers."
Drama,"A woman sees 'tree memories' and saves an ancient forest."
Comedy,"A 'professional laugher' for sitcoms is hired for a funeral."
Sci-Fi,"A man discovers a glitch in the virtual reality afterlife."
Horror,"A 'haunted' phone receives calls from her future self."
Romance,"A 'love letter writer' falls for the letter recipient."
Crime,"A 'smart' car is controlled by a hacker for a crime."
Action,"A former secret service agent protects a witness from assassins."
Drama,"A woman sees 'potential' and helps a young man's dream."
Comedy,"A 'human alarm clock' is hired to wake up a billionaire."
Sci-Fi,"A man discovers a conspiracy in a world of appearance-changers."
Horror,"A 'cursed' mirror shows her an evil, successful self."
Romance,"A 'wedding crasher' falls for the bride."
Crime,"A 'lucky' charm is part of a stolen nuclear core."
Action,"A former soldier saves school children from terrorists."
Drama,"A woman sees 'music' and helps a deaf man compose."
Comedy,"A 'complimenter' is hired to unite corporate rivals."
Sci-Fi,"A man travels to a dimension where he is the only human."
Horror,"A 'haunted' book writes her life story with a dark end."
Romance,"A 'dating coach' falls for her most difficult student."
Crime,"A 'smart' watch is used by an AI to make her commit crimes."
Action,"A former navy diver saves scientists from a collapsing facility."
Drama,"A man sees 'echoes' and helps solve a family mystery."
Comedy,"A 'pet sitter' deals with a dragon that acts like a dog."
Sci-Fi,"A man downloads the memory of a murder he didn't commit."
Horror,"Urban explorers find a city where shadows act out lives."
Romance,"A 'secret shopper' falls for the bookstore owner she's evaluating."
Crime,"A forensic sculptor reconstructs a face that matches her brother."
Action,"A courier delivers an antidote across a war zone on a motorcycle."
Drama,"A woman sees 'strings' and realizes she’s dating an enemy."
Comedy,"A 'bad luck magnet' is hired by a casino for high rollers."
Sci-Fi,"A star mission finds an Earth replica 500 years in the future."
Horror,"A child's 'imaginary' friend leaves disturbing gifts."
Romance,"A pet 'lost and found' owner falls for a man who 'finds' dogs."
Crime,"A locksmith opens a safe with evidence of a future crime."
Action,"A rescue specialist saves people from a rogue AI demolition."
Drama,"A man hears 'thoughts' and realizes statues are frozen people."
Comedy,"A 'professional bridesmaid' realizes the groom is her ex."
Sci-Fi,"A 'buy more hours' world leads to a sleep-deprived black market."
Horror,"A polaroid camera shows the future of a murder scene."
Romance,"A professional 'stand-in' falls for a man who thinks she’s famous."
Crime,"A woman's 'smart' glasses feed her fake info about her husband."
Action,"A former rally driver delivers a data drive through a sandstorm."
Drama,"A man who can see 'glitches' realizes his family is a simulation."
Comedy,"A 'professional line-jumper' gets stuck in a TSA loop."
Sci-Fi,"A 'light-pattern' world leads to a 'dark' revolution."
Horror,"An app tells her how many people died where she’s standing."
Romance,"A 'professional apology writer' falls for an apology recipient."
Crime,"A woman's 'lucky' bracelet contains keys for a bank heist."
Action,"A diver must retrieve a nuclear warhead from a sunken sub."
Drama,"A woman who sees 'pet ghosts' helps a boy find closure."
Comedy,"A 'professional shopper' buys items for a villain's lair."
Sci-Fi,"A planet where trees are computers containing galactic history."
Horror,"A 'haunted' mirror swaps her with someone from the 1800s."
Romance,"A 'dating profile ghostwriter' falls for her client."
Crime,"A locksmith realizes an 'emergency' is a bank robbery."
Action,"A former pilot lands a plane on a highway after an EMP."
Drama,"A man who can see 'music' helps a blind girl 'see' via violin."
Comedy,"A professional 'organizer' is hired by a dragon for its hoard."
Sci-Fi,"A social credit system determines height for a 2-foot-tall man."
Horror,"A 'haunted' radio plays her own future obituary."
Romance,"A 'love song writer' falls for a tone-deaf man."
Crime,"A woman's 'smart' fridge smuggles stolen jewels."
Action,"A rock climber must save her sister from high-tech thieves."
Drama,"A man who sees 'building ghosts' helps restore a site."
Comedy,"A 'professional mourner' accidentally attends a wedding."
